"namePlayerBREF","slugPlayerBREF","isActive","yearsPlayer","countSeasons","slugSeasonRookie","slugSeasonLast","urlPlayerBioBREF"
"Cuttino Mobley","moblecu01",FALSE,"1999-2009",11,"1998-99","2008-09","https://www.basketball-reference.com/players/m/moblecu01.html"
"D'Angelo Russell","russeda01",TRUE,"2016-2021",6,"2015-16","2020-21","https://www.basketball-reference.com/players/r/russeda01.html"
"D'Vauntes Smith-Rivera","smithdv01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/s/smithdv01.html"
"D.C. Wilcutt","wilcudc01",FALSE,"1949-1950",2,"1948-49","1949-50","https://www.basketball-reference.com/players/w/wilcudc01.html"
"D.J. Augustin","augusdj01",TRUE,"2009-2021",13,"2008-09","2020-21","https://www.basketball-reference.com/players/a/augusdj01.html"
"D.J. Cooper","coopedj01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/c/coopedj01.html"
"D.J. Kennedy","kennedj01",FALSE,"2012",1,"2011-12","2011-12","https://www.basketball-reference.com/players/k/kennedj01.html"
"D.J. Mbenga","mbengdj01",FALSE,"2005-2011",7,"2004-05","2010-11","https://www.basketball-reference.com/players/m/mbengdj01.html"
"D.J. Seeley","seeledj01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/s/seeledj01.html"
"D.J. Stephens","stephdj01",TRUE,"2014-2019",6,"2013-14","2018-19","https://www.basketball-reference.com/players/s/stephdj01.html"
"D.J. Strawberry","strawdj01",FALSE,"2008",1,"2007-08","2007-08","https://www.basketball-reference.com/players/s/strawdj01.html"
"D.J. White","whitedj01",FALSE,"2009-2014",6,"2008-09","2013-14","https://www.basketball-reference.com/players/w/whitedj01.html"
"D.J. Wilson","wilsodj01",TRUE,"2018-2021",4,"2017-18","2020-21","https://www.basketball-reference.com/players/w/wilsodj01.html"
"Daequan Cook","cookda02",FALSE,"2008-2013",6,"2007-08","2012-13","https://www.basketball-reference.com/players/c/cookda02.html"
"Dahntay Jones","jonesda02",FALSE,"2004-2017",14,"2003-04","2016-17","https://www.basketball-reference.com/players/j/jonesda02.html"
"Dairis Bertāns","bertada02",TRUE,"2019",1,"2018-19","2018-19","https://www.basketball-reference.com/players/b/bertada02.html"
"DaJuan Summers","summeda01",FALSE,"2010-2013",4,"2009-10","2012-13","https://www.basketball-reference.com/players/s/summeda01.html"
"Dajuan Wagner","wagneda02",FALSE,"2003-2007",5,"2002-03","2006-07","https://www.basketball-reference.com/players/w/wagneda02.html"
"Dakari Johnson","johnsda04",FALSE,"2018",1,"2017-18","2017-18","https://www.basketball-reference.com/players/j/johnsda04.html"
"Dakota Mathias","mathida01",TRUE,"2021",1,"2020-21","2020-21","https://www.basketball-reference.com/players/m/mathida01.html"
"Dale Davis","davisda01",FALSE,"1992-2007",16,"1991-92","2006-07","https://www.basketball-reference.com/players/d/davisda01.html"
"Dale Ellis","ellisda01",FALSE,"1984-2000",17,"1983-84","1999-00","https://www.basketball-reference.com/players/e/ellisda01.html"
"Dale Hamilton","hamilda01",FALSE,"1950",1,"1949-50","1949-50","https://www.basketball-reference.com/players/h/hamilda01.html"
"Dale Schlueter","schluda01",FALSE,"1969-1978",10,"1968-69","1977-78","https://www.basketball-reference.com/players/s/schluda01.html"
"Dale Wilkinson","wilkida01",FALSE,"1985",1,"1984-85","1984-85","https://www.basketball-reference.com/players/w/wilkida01.html"
"Dalibor Bagarić","bagarda01",FALSE,"2001-2003",3,"2000-01","2002-03","https://www.basketball-reference.com/players/b/bagarda01.html"
"Dallas Comegys","comegda01",FALSE,"1988-1989",2,"1987-88","1988-89","https://www.basketball-reference.com/players/c/comegda01.html"
"Dallas Thornton","thornda01",FALSE,"1969-1970",2,"1968-69","1969-70","https://www.basketball-reference.com/players/t/thornda01.html"
"Damian Jones","jonesda03",TRUE,"2017-2021",5,"2016-17","2020-21","https://www.basketball-reference.com/players/j/jonesda03.html"
"Damian Lillard","lillada01",TRUE,"2013-2021",9,"2012-13","2020-21","https://www.basketball-reference.com/players/l/lillada01.html"
"Damien Inglis","inglida01",FALSE,"2016",1,"2015-16","2015-16","https://www.basketball-reference.com/players/i/inglida01.html"
"Damien Wilkins","wilkida02",FALSE,"2005-2018",14,"2004-05","2017-18","https://www.basketball-reference.com/players/w/wilkida02.html"
"Damion James","jamesda01",FALSE,"2011-2014",4,"2010-11","2013-14","https://www.basketball-reference.com/players/j/jamesda01.html"
"Damion Lee","leeda03",TRUE,"2018-2021",4,"2017-18","2020-21","https://www.basketball-reference.com/players/l/leeda03.html"
"Damir Markota","markoda01",FALSE,"2007",1,"2006-07","2006-07","https://www.basketball-reference.com/players/m/markoda01.html"
"Damjan Rudež","rudezda01",FALSE,"2015-2017",3,"2014-15","2016-17","https://www.basketball-reference.com/players/r/rudezda01.html"
"Damon Jones","jonesda01",FALSE,"1999-2009",11,"1998-99","2008-09","https://www.basketball-reference.com/players/j/jonesda01.html"
"Damon Stoudamire","stoudda01",FALSE,"1996-2008",13,"1995-96","2007-08","https://www.basketball-reference.com/players/s/stoudda01.html"
"Damone Brown","brownda02",FALSE,"2002-2005",4,"2001-02","2004-05","https://www.basketball-reference.com/players/b/brownda02.html"
"Damyean Dotson","dotsoda01",TRUE,"2018-2021",4,"2017-18","2020-21","https://www.basketball-reference.com/players/d/dotsoda01.html"
"Dan Anderson","anderda02",FALSE,"1975-1976",2,"1974-75","1975-76","https://www.basketball-reference.com/players/a/anderda02.html"
"Dan Anderson","anderda01",FALSE,"1968-1969",2,"1967-68","1968-69","https://www.basketball-reference.com/players/a/anderda01.html"
"Dan Dickau","dickada01",FALSE,"2003-2008",6,"2002-03","2007-08","https://www.basketball-reference.com/players/d/dickada01.html"
"Dan Gadzuric","gadzuda01",FALSE,"2003-2012",10,"2002-03","2011-12","https://www.basketball-reference.com/players/g/gadzuda01.html"
"Dan Godfread","godfrda01",FALSE,"1991-1992",2,"1990-91","1991-92","https://www.basketball-reference.com/players/g/godfrda01.html"
"Dan Hester","hesteda01",FALSE,"1971",1,"1970-71","1970-71","https://www.basketball-reference.com/players/h/hesteda01.html"
"Dan Issel","isselda01",FALSE,"1971-1985",15,"1970-71","1984-85","https://www.basketball-reference.com/players/i/isselda01.html"
"Dan King","kingda01",FALSE,"1955",1,"1954-55","1954-55","https://www.basketball-reference.com/players/k/kingda01.html"
"Dan Kraus","krausda01",FALSE,"1949",1,"1948-49","1948-49","https://www.basketball-reference.com/players/k/krausda01.html"
"Dan Langhi","langhda01",FALSE,"2001-2004",4,"2000-01","2003-04","https://www.basketball-reference.com/players/l/langhda01.html"
"Dan Majerle","majerda01",FALSE,"1989-2002",14,"1988-89","2001-02","https://www.basketball-reference.com/players/m/majerda01.html"
"Dan McClintock","mcclida01",FALSE,"2001",1,"2000-01","2000-01","https://www.basketball-reference.com/players/m/mcclida01.html"
"Dan Nwaelele","nwaelda01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/n/nwaelda01.html"
"Dan O'Sullivan","osullda01",FALSE,"1991-1996",6,"1990-91","1995-96","https://www.basketball-reference.com/players/o/osullda01.html"
"Dan Roundfield","roundda01",FALSE,"1976-1987",12,"1975-76","1986-87","https://www.basketball-reference.com/players/r/roundda01.html"
"Dan Swartz","swartda01",FALSE,"1963",1,"1962-63","1962-63","https://www.basketball-reference.com/players/s/swartda01.html"
"Dan Tieman","tiemada01",FALSE,"1963",1,"1962-63","1962-63","https://www.basketball-reference.com/players/t/tiemada01.html"
"Dana Barros","barroda01",FALSE,"1990-2004",15,"1989-90","2003-04","https://www.basketball-reference.com/players/b/barroda01.html"
"Dana Pagett","pagetda01",FALSE,"1972",1,"1971-72","1971-72","https://www.basketball-reference.com/players/p/pagetda01.html"
"Dane Suttle","suttlda01",FALSE,"1984-1985",2,"1983-84","1984-85","https://www.basketball-reference.com/players/s/suttlda01.html"
"Dani Díez","diezda01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/d/diezda01.html"
"Daniel Dixon","dixonda01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/d/dixonda01.html"
"Daniel Ewing","ewingda01",FALSE,"2006-2007",2,"2005-06","2006-07","https://www.basketball-reference.com/players/e/ewingda01.html"
"Daniel Gafford","gaffoda01",TRUE,"2020-2021",2,"2019-20","2020-21","https://www.basketball-reference.com/players/g/gaffoda01.html"
"Daniel Gibson","gibsoda01",FALSE,"2007-2013",7,"2006-07","2012-13","https://www.basketball-reference.com/players/g/gibsoda01.html"
"Daniel Hamilton","hamilda02",TRUE,"2018-2019",2,"2017-18","2018-19","https://www.basketball-reference.com/players/h/hamilda02.html"
"Daniel Ochefu","ochefda01",FALSE,"2017",1,"2016-17","2016-17","https://www.basketball-reference.com/players/o/ochefda01.html"
"Daniel Orton","ortonda01",FALSE,"2012-2014",3,"2011-12","2013-14","https://www.basketball-reference.com/players/o/ortonda01.html"
"Daniel Oturu","oturuda01",TRUE,"2021",1,"2020-21","2020-21","https://www.basketball-reference.com/players/o/oturuda01.html"
"Daniel Santiago","santida01",FALSE,"2001-2005",5,"2000-01","2004-05","https://www.basketball-reference.com/players/s/santida01.html"
"Daniel Sparks","sparkda01",FALSE,"1969-1970",2,"1968-69","1969-70","https://www.basketball-reference.com/players/s/sparkda01.html"
"Daniel Theis","theisda01",TRUE,"2018-2021",4,"2017-18","2020-21","https://www.basketball-reference.com/players/t/theisda01.html"
"Danilo Gallinari","gallida01",TRUE,"2009-2021",13,"2008-09","2020-21","https://www.basketball-reference.com/players/g/gallida01.html"
"Danny Ainge","aingeda01",FALSE,"1982-1995",14,"1981-82","1994-95","https://www.basketball-reference.com/players/a/aingeda01.html"
"Danny Doyle","doyleda01",FALSE,"1963",1,"1962-63","1962-63","https://www.basketball-reference.com/players/d/doyleda01.html"
"Danny Ferry","ferryda01",FALSE,"1991-2003",13,"1990-91","2002-03","https://www.basketball-reference.com/players/f/ferryda01.html"
"Danny Finn","finnda01",FALSE,"1953-1955",3,"1952-53","1954-55","https://www.basketball-reference.com/players/f/finnda01.html"
"Danny Fortson","fortsda01",FALSE,"1998-2007",10,"1997-98","2006-07","https://www.basketball-reference.com/players/f/fortsda01.html"
"Danny Granger","grangda01",FALSE,"2006-2015",10,"2005-06","2014-15","https://www.basketball-reference.com/players/g/grangda01.html"
"Danny Green","greenda02",TRUE,"2010-2021",12,"2009-10","2020-21","https://www.basketball-reference.com/players/g/greenda02.html"
"Danny Manning","mannida01",FALSE,"1989-2003",15,"1988-89","2002-03","https://www.basketball-reference.com/players/m/mannida01.html"
"Danny Schayes","schayda01",FALSE,"1982-1999",18,"1981-82","1998-99","https://www.basketball-reference.com/players/s/schayda01.html"
"Danny Vranes","vraneda01",FALSE,"1982-1988",7,"1981-82","1987-88","https://www.basketball-reference.com/players/v/vraneda01.html"
"Danny Wagner","wagneda01",FALSE,"1950",1,"1949-50","1949-50","https://www.basketball-reference.com/players/w/wagneda01.html"
"Danny Young","youngda01",FALSE,"1985-1995",11,"1984-85","1994-95","https://www.basketball-reference.com/players/y/youngda01.html"
"Dante Cunningham","cunnida01",TRUE,"2010-2019",10,"2009-10","2018-19","https://www.basketball-reference.com/players/c/cunnida01.html"
"Dante Exum","exumda01",TRUE,"2015-2021",7,"2014-15","2020-21","https://www.basketball-reference.com/players/e/exumda01.html"
"Danuel House","houseda01",TRUE,"2017-2021",5,"2016-17","2020-21","https://www.basketball-reference.com/players/h/houseda01.html"
"DaQuan Jeffries","jeffrda01",TRUE,"2020",1,"2019-20","2019-20","https://www.basketball-reference.com/players/j/jeffrda01.html"
"Darel Carrier","carrida01",FALSE,"1968-1973",6,"1967-68","1972-73","https://www.basketball-reference.com/players/c/carrida01.html"
"Darin Johnson","johnsda07",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/j/johnsda07.html"
"Darington Hobson","hobsoda01",FALSE,"2012",1,"2011-12","2011-12","https://www.basketball-reference.com/players/h/hobsoda01.html"
"Dario Šarić","saricda01",TRUE,"2017-2021",5,"2016-17","2020-21","https://www.basketball-reference.com/players/s/saricda01.html"
"Darion Atkins","atkinda01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/a/atkinda01.html"
"Darius Bazley","bazleda01",TRUE,"2020-2021",2,"2019-20","2020-21","https://www.basketball-reference.com/players/b/bazleda01.html"
"Darius Garland","garlada01",TRUE,"2020-2021",2,"2019-20","2020-21","https://www.basketball-reference.com/players/g/garlada01.html"
"Darius Johnson-Odom","johnsda03",FALSE,"2013-2014",2,"2012-13","2013-14","https://www.basketball-reference.com/players/j/johnsda03.html"
"Darius Miles","milesda01",FALSE,"2001-2009",9,"2000-01","2008-09","https://www.basketball-reference.com/players/m/milesda01.html"
"Darius Miller","milleda01",TRUE,"2013-2021",9,"2012-13","2020-21","https://www.basketball-reference.com/players/m/milleda01.html"
"Darius Morris","morrida01",FALSE,"2012-2015",4,"2011-12","2014-15","https://www.basketball-reference.com/players/m/morrida01.html"
"Darius Songaila","songada01",FALSE,"2004-2011",8,"2003-04","2010-11","https://www.basketball-reference.com/players/s/songada01.html"
"Darius Washington","washida01",FALSE,"2008",1,"2007-08","2007-08","https://www.basketball-reference.com/players/w/washida01.html"
"Darko Miličić","milicda01",FALSE,"2004-2013",10,"2003-04","2012-13","https://www.basketball-reference.com/players/m/milicda01.html"
"Darnell Hillman","hillmda01",FALSE,"1972-1980",9,"1971-72","1979-80","https://www.basketball-reference.com/players/h/hillmda01.html"
"Darnell Jackson","jacksda01",FALSE,"2009-2011",3,"2008-09","2010-11","https://www.basketball-reference.com/players/j/jacksda01.html"
"Darnell Mee","meeda01",FALSE,"1994-1995",2,"1993-94","1994-95","https://www.basketball-reference.com/players/m/meeda01.html"
"Darnell Valentine","valenda01",FALSE,"1982-1991",10,"1981-82","1990-91","https://www.basketball-reference.com/players/v/valenda01.html"
"Darrall Imhoff","imhofda01",FALSE,"1961-1972",12,"1960-61","1971-72","https://www.basketball-reference.com/players/i/imhofda01.html"
"Darrell Allums","allumda01",FALSE,"1981",1,"1980-81","1980-81","https://www.basketball-reference.com/players/a/allumda01.html"
"Darrell Armstrong","armstda01",FALSE,"1995-2008",14,"1994-95","2007-08","https://www.basketball-reference.com/players/a/armstda01.html"
"Darrell Arthur","arthuda01",FALSE,"2009-2018",10,"2008-09","2017-18","https://www.basketball-reference.com/players/a/arthuda01.html"
"Darrell Brown","brownda01",FALSE,"1949",1,"1948-49","1948-49","https://www.basketball-reference.com/players/b/brownda01.html"
"Darrell Elston","elstoda01",FALSE,"1975-1977",3,"1974-75","1976-77","https://www.basketball-reference.com/players/e/elstoda01.html"
"Darrell Griffith","griffda01",FALSE,"1981-1991",11,"1980-81","1990-91","https://www.basketball-reference.com/players/g/griffda01.html"
"Darrell Hardy","hardyda01",FALSE,"1968",1,"1967-68","1967-68","https://www.basketball-reference.com/players/h/hardyda01.html"
"Darrell Lockhart","lockhda01",FALSE,"1984",1,"1983-84","1983-84","https://www.basketball-reference.com/players/l/lockhda01.html"
"Darrell Walker","walkeda01",FALSE,"1984-1993",10,"1983-84","1992-93","https://www.basketball-reference.com/players/w/walkeda01.html"
"Darren Collison","collida01",FALSE,"2010-2019",10,"2009-10","2018-19","https://www.basketball-reference.com/players/c/collida01.html"
"Darren Daye","dayeda01",FALSE,"1984-1988",5,"1983-84","1987-88","https://www.basketball-reference.com/players/d/dayeda01.html"
"Darren Morningstar","mornida01",FALSE,"1994",1,"1993-94","1993-94","https://www.basketball-reference.com/players/m/mornida01.html"
"Darren Tillis","tillida01",FALSE,"1983-1984",2,"1982-83","1983-84","https://www.basketball-reference.com/players/t/tillida01.html"
"Darrick Martin","martida01",FALSE,"1995-2008",14,"1994-95","2007-08","https://www.basketball-reference.com/players/m/martida01.html"
"Darrin Hancock","hancoda01",FALSE,"1995-1997",3,"1994-95","1996-97","https://www.basketball-reference.com/players/h/hancoda01.html"
"Darrun Hilliard","hillida01",FALSE,"2016-2018",3,"2015-16","2017-18","https://www.basketball-reference.com/players/h/hillida01.html"
"Darryl Dawkins","dawkida01",FALSE,"1976-1989",14,"1975-76","1988-89","https://www.basketball-reference.com/players/d/dawkida01.html"
"Darryl Johnson","johnsda02",FALSE,"1996",1,"1995-96","1995-96","https://www.basketball-reference.com/players/j/johnsda02.html"
"Darryl Watkins","watkida01",FALSE,"2008-2012",5,"2007-08","2011-12","https://www.basketball-reference.com/players/w/watkida01.html"
"Darvin Ham","hamda01",FALSE,"1997-2005",9,"1996-97","2004-05","https://www.basketball-reference.com/players/h/hamda01.html"
"Darwin Cook","cookda01",FALSE,"1981-1989",9,"1980-81","1988-89","https://www.basketball-reference.com/players/c/cookda01.html"
"Daryl Macon","maconda01",TRUE,"2019-2020",2,"2018-19","2019-20","https://www.basketball-reference.com/players/m/maconda01.html"
"Daulton Hommes","hommeda01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/h/hommeda01.html"
"Dave Batton","battoda01",FALSE,"1983-1984",2,"1982-83","1983-84","https://www.basketball-reference.com/players/b/battoda01.html"
"Dave Bing","bingda01",FALSE,"1967-1978",12,"1966-67","1977-78","https://www.basketball-reference.com/players/b/bingda01.html"
"Dave Britton","brittda01",FALSE,"1981",1,"1980-81","1980-81","https://www.basketball-reference.com/players/b/brittda01.html"
"Dave Budd","buddda01",FALSE,"1961-1965",5,"1960-61","1964-65","https://www.basketball-reference.com/players/b/buddda01.html"
"Dave Corzine","corzida01",FALSE,"1979-1991",13,"1978-79","1990-91","https://www.basketball-reference.com/players/c/corzida01.html"
"Dave Cowens","cowenda01",FALSE,"1971-1983",13,"1970-71","1982-83","https://www.basketball-reference.com/players/c/cowenda01.html"
"Dave DeBusschere","debusda01",FALSE,"1963-1974",12,"1962-63","1973-74","https://www.basketball-reference.com/players/d/debusda01.html"
"Dave Deutsch","deutsda01",FALSE,"1967",1,"1966-67","1966-67","https://www.basketball-reference.com/players/d/deutsda01.html"
"Dave Fedor","fedorda01",FALSE,"1963",1,"1962-63","1962-63","https://www.basketball-reference.com/players/f/fedorda01.html"
"Dave Feitl","feitlda01",FALSE,"1987-1992",6,"1986-87","1991-92","https://www.basketball-reference.com/players/f/feitlda01.html"
"Dave Gambee","gambeda01",FALSE,"1959-1970",12,"1958-59","1969-70","https://www.basketball-reference.com/players/g/gambeda01.html"
"Dave Greenwood","greenda01",FALSE,"1980-1991",12,"1979-80","1990-91","https://www.basketball-reference.com/players/g/greenda01.html"
"Dave Gunther","gunthda01",FALSE,"1963",1,"1962-63","1962-63","https://www.basketball-reference.com/players/g/gunthda01.html"
"Dave Henderson","hendeda01",FALSE,"1988",1,"1987-88","1987-88","https://www.basketball-reference.com/players/h/hendeda01.html"
"Dave Hoppen","hoppeda01",FALSE,"1988-1993",6,"1987-88","1992-93","https://www.basketball-reference.com/players/h/hoppeda01.html"
"Dave Jamerson","jamerda01",FALSE,"1991-1994",4,"1990-91","1993-94","https://www.basketball-reference.com/players/j/jamerda01.html"
"Dave Johnson","johnsda01",FALSE,"1993-1994",2,"1992-93","1993-94","https://www.basketball-reference.com/players/j/johnsda01.html"
