,Team,Lg,Salary,Season,pid
6225,Los Angeles Clippers,NBA,"$22,642,350",2017-18,201599
6226,New York Knicks,NBA,"$22,897,200",2018-19,201599
6227,Brooklyn Nets,NBA,"$9,881,598",2019-20,201599
6228,(may be incomplete),,"$141,266,687",Career,201599
6229,Charlotte Bobcats,NBA,"$2,356,320",2011-12,202689
6230,Charlotte Bobcats,NBA,"$2,532,960",2012-13,202689
6231,Charlotte Bobcats,NBA,"$2,568,360",2013-14,202689
6232,Charlotte Hornets,NBA,"$3,272,091",2014-15,202689
6233,Charlotte Hornets,NBA,"$12,000,000",2015-16,202689
6234,Charlotte Hornets,NBA,"$12,000,000",2016-17,202689
6235,Charlotte Hornets,NBA,"$12,000,000",2017-18,202689
6236,Charlotte Hornets,NBA,"$12,000,000",2018-19,202689
6237,Boston Celtics,NBA,"$32,742,000",2019-20,202689
6238,(may be incomplete),,"$91,471,731",Career,202689
6239,Los Angeles Clippers,NBA,"$6,000,000",2017-18,1628462
6240,Los Angeles Clippers,NBA,"$6,300,000",2018-19,1628462
6241,(may be incomplete),,"$12,300,000",Career,1628462
6242,Detroit Pistons,NBA,"$2,563,320",2011-12,202688
6243,Detroit Pistons,NBA,"$2,755,560",2012-13,202688
6244,Milwaukee Bucks,NBA,"$2,793,960",2013-14,202688
6245,Phoenix Suns,NBA,"$3,553,917",2014-15,202688
6246,Phoenix Suns,NBA,"$12,000,000",2015-16,202688
6247,Phoenix Suns,NBA,"$12,606,250",2016-17,202688
6248,Phoenix Suns,NBA,"$13,618,750",2017-18,202688
6249,Cleveland Cavaliers,NBA,"$14,631,250",2018-19,202688
6250,Detroit Pistons,NBA,"$15,643,750",2019-20,202688
6251,(may be incomplete),,"$80,166,757",Career,202688
6252,Boston Celtics,NBA,"$1,654,440",2018-19,1629057
6253,Boston Celtics,NBA,"$1,937,520",2019-20,1629057
6254,(may be incomplete),,"$3,591,960",Career,1629057
6255,Charlotte Hornets,NBA,< $Minimum,2018-19,1629122
6256,Cleveland Cavaliers,NBA,"$106,184",2019-20,1629122
6257,(may be incomplete),,"$106,184",Career,1629122
6258,Cleveland Cavaliers,NBA,"$1,290,960",2019-20,1629645
6259,(may be incomplete),,"$1,290,960",Career,1629645
6260,Milwaukee Bucks,NBA,"$59,686",2014-15,203268
6261,Charlotte Hornets,NBA,"$301,444",2015-16,203268
6262,(may be incomplete),,"$361,130",Career,203268
6263,Golden State Warriors,NBA,"$1,964,760",2019-20,1629673
6264,(may be incomplete),,"$1,964,760",Career,1629673
6265,Brooklyn Nets,NBA,"$1,618,320",2018-19,1629066
6266,Brooklyn Nets,NBA,"$1,699,236",2019-20,1629066
6267,(may be incomplete),,"$3,317,556",Career,1629066
6268,Memphis Grizzlies,NBA,"$30,888",2015-16,1627362
6269,Miami Heat,NBA,"$12,355",2015-16,1627362
6270,Miami Heat,NBA,"$328,000",2016-17,1627362
6271,Charlotte Hornets,NBA,"$231,521",2016-17,1627362
6272,Golden State Warriors,NBA,"$102,898",2016-17,1627362
6273,Memphis Grizzlies,NBA,"$83,129",2017-18,1627362
6274,Los Angeles Lakers,NBA,"$50,000",2017-18,1627362
6275,Houston Rockets,NBA,< $Minimum,2017-18,1627362
6276,(may be incomplete),,"$838,791",Career,1627362
6277,New York Knicks,NBA,"$507,336",2014-15,203921
6278,New York Knicks,NBA,"$845,059",2015-16,203921
6279,(may be incomplete),,"$1,352,395",Career,203921
6280,Minnesota Timberwolves,NBA,"$43,226",2014-15,202620
6281,Orlando Magic,NBA,"$440,078",2016-17,202620
6282,(may be incomplete),,"$483,304",Career,202620
6283,Milwaukee Bucks,NBA,"$1,733,040",2015-16,1626173
6284,Milwaukee Bucks,NBA,"$1,811,040",2016-17,1626173
6285,New Orleans Pelicans,NBA,"$1,889,040",2017-18,1626173
6286,Orlando Magic,NBA,"$166,258",2017-18,1626173
6287,(may be incomplete),,"$5,599,378",Career,1626173
6288,Sacramento Kings,NBA,"$2,895,960",2013-14,203463
6289,Sacramento Kings,NBA,"$3,026,280",2014-15,203463
6290,Sacramento Kings,NBA,"$3,156,600",2015-16,203463
6291,Sacramento Kings,NBA,"$4,008,882",2016-17,203463
6292,Memphis Grizzlies,NBA,"$5,200,000",2017-18,203463
6293,Sacramento Kings,NBA,"$5,460,000",2018-19,203463
6294,Houston Rockets,NBA,"$2,028,594",2019-20,203463
6295,(may be incomplete),,"$25,776,316",Career,203463
6296,Atlanta Hawks,NBA,"$1,620,480",2018-19,1629016
6297,Minnesota Timberwolves,NBA,"$1,897,800",2019-20,1629016
6298,(may be incomplete),,"$3,518,280",Career,1629016
6299,Utah Jazz,NBA,"$1,481,400",2004-05,2743
6300,Utah Jazz,NBA,"$1,592,400",2005-06,2743
6301,Toronto Raptors,NBA,"$1,703,520",2006-07,2743
6302,Toronto Raptors,NBA,"$2,522,913",2007-08,2743
6303,Toronto Raptors,NBA,"$3,200,000",2008-09,2743
6304,New Jersey Nets,NBA,"$3,200,000",2009-10,2743
6305,New Jersey Nets,NBA,"$3,200,000",2010-11,2743
6306,New Jersey Nets,NBA,"$8,000,000",2011-12,2743
6307,Brooklyn Nets,NBA,"$12,000,000",2012-13,2743
6308,Boston Celtics,NBA,"$12,000,000",2013-14,2743
6309,Washington Wizards,NBA,"$4,300,000",2014-15,2743
6310,Phoenix Suns,NBA,"$4,600,000",2015-16,2743
6311,Atlanta Hawks,NBA,"$388,025",2015-16,2743
6312,Atlanta Hawks,NBA,"$4,000,000",2016-17,2743
6313,(may be incomplete),,"$62,188,258",Career,2743
6314,Orlando Magic,NBA,"$2,320,080",2000-01,2034
6315,Orlando Magic,NBA,"$2,494,080",2001-02,2034
6316,Orlando Magic,NBA,"$2,668,080",2002-03,2034
6317,Memphis Grizzlies,NBA,"$3,380,457",2003-04,2034
6318,Memphis Grizzlies,NBA,"$6,000,000",2004-05,2034
6319,Memphis Grizzlies,NBA,"$6,750,000",2005-06,2034
6320,Memphis Grizzlies,NBA,"$7,623,813",2006-07,2034
6321,Memphis Grizzlies,NBA,"$8,376,194",2007-08,2034
6322,Minnesota Timberwolves,NBA,"$9,028,575",2008-09,2034
6323,Washington Wizards,NBA,"$9,750,000",2009-10,2034
6324,Miami Heat,NBA,"$5,000,000",2010-11,2034
6325,Miami Heat,NBA,"$5,400,000",2011-12,2034
6326,Miami Heat,NBA,"$5,800,000",2012-13,2034
6327,Memphis Grizzlies,NBA,"$1,399,507",2013-14,2034
6328,Miami Heat,NBA,"$6,600,000",2014-15,2034
6329,Cleveland Cavaliers,NBA,"$2,732,000",2014-15,2034
6330,Portland Trail Blazers,NBA,"$2,854,940",2015-16,2034
6331,Denver Nuggets,NBA,"$1,499,187",2015-16,2034
6332,Denver Nuggets,NBA,"$3,500,000",2016-17,2034
6333,(may be incomplete),,"$93,176,913",Career,2034
6334,New Orleans Pelicans,NBA,< $Minimum,2019-20,1629597
6335,(may be incomplete),,$0,Career,1629597
6336,Orlando Magic,NBA,"$950,000",2016-17,1627757
6337,(may be incomplete),,"$950,000",Career,1627757
6338,Washington Wizards,NBA,"$5,144,280",2010-11,202322
6339,Washington Wizards,NBA,"$5,530,080",2011-12,202322
6340,Washington Wizards,NBA,"$5,915,880",2012-13,202322
6341,Washington Wizards,NBA,"$7,459,925",2013-14,202322
6342,Washington Wizards,NBA,"$14,746,000",2014-15,202322
6343,Washington Wizards,NBA,"$15,851,950",2015-16,202322
6344,Washington Wizards,NBA,"$16,957,900",2016-17,202322
6345,Washington Wizards,NBA,"$18,063,850",2017-18,202322
6346,Washington Wizards,NBA,"$19,169,800",2018-19,202322
6347,Washington Wizards,NBA,"$38,199,000",2019-20,202322
6348,(may be incomplete),,"$147,038,665",Career,202322
6349,Orlando Magic,NBA,"$4,186,320",2017-18,1628371
6350,Orlando Magic,NBA,"$4,969,080",2018-19,1628371
6351,Orlando Magic,NBA,"$5,806,440",2019-20,1628371
6352,(may be incomplete),,"$14,961,840",Career,1628371
6353,Sacramento Kings,NBA,"$2,238,360",2011-12,202690
6354,Sacramento Kings,NBA,"$2,406,240",2012-13,202690
6355,Sacramento Kings,NBA,"$2,439,840",2013-14,202690
6356,New Orleans Pelicans,NBA,"$948,163",2014-15,202690
6357,San Antonio Spurs,NBA,"$507,711",2015-16,202690
6358,New York Knicks,NBA,"$59,731",2015-16,202690
6359,New Orleans Pelicans,NBA,"$54,812",2015-16,202690
6360,Phoenix Suns,NBA,"$198,580",2018-19,202690
6361,(may be incomplete),,"$8,853,437",Career,202690
6362,Memphis Grizzlies,NBA,"$945,000",2016-17,1626150
6363,Memphis Grizzlies,NBA,"$1,312,611",2017-18,1626150
6364,Memphis Grizzlies,NBA,"$200,000",2018-19,1626150
6365,(may be incomplete),,"$2,457,611",Career,1626150
6366,New Orleans Pelicans,NBA,"$4,862,040",2019-20,1629637
6367,(may be incomplete),,"$4,862,040",Career,1629637
6368,Los Angeles Clippers,NBA,"$2,394,600",2003-04,2549
6369,Los Angeles Clippers,NBA,"$2,574,240",2004-05,2549
6370,Los Angeles Clippers,NBA,"$2,753,760",2005-06,2549
6371,Los Angeles Clippers,NBA,"$3,491,768",2006-07,2549
6372,Los Angeles Clippers,NBA,"$8,600,000",2007-08,2549
6373,Los Angeles Clippers,NBA,"$9,500,000",2008-09,2549
6374,Los Angeles Clippers,NBA,"$10,400,000",2009-10,2549
6375,Los Angeles Clippers,NBA,"$11,800,000",2010-11,2549
6376,New Orleans Hornets,NBA,"$14,030,000",2011-12,2549
6377,Dallas Mavericks,NBA,"$8,000,000",2012-13,2549
6378,Los Angeles Lakers,NBA,"$3,183,000",2013-14,2549
6379,Portland Trail Blazers,NBA,"$4,800,000",2014-15,2549
6380,Portland Trail Blazers,NBA,"$5,000,000",2015-16,2549
6381,(may be incomplete),,"$86,527,368",Career,2549
6382,Charlotte Hornets,NBA,"$898,310",2019-20,1628997
6383,(may be incomplete),,"$898,310",Career,1628997
6384,Milwaukee Bucks,NBA,"$925,000",2016-17,1627763
6385,Milwaukee Bucks,NBA,"$1,312,611",2017-18,1627763
6386,Milwaukee Bucks,NBA,"$1,544,951",2018-19,1627763
6387,Indiana Pacers,NBA,"$20,000,000",2019-20,1627763
6388,(may be incomplete),,"$23,782,562",Career,1627763
6389,Minnesota Timberwolves,NBA,"$5,510,640",2014-15,203952
6390,Minnesota Timberwolves,NBA,"$5,758,680",2015-16,203952
6391,Minnesota Timberwolves,NBA,"$6,006,600",2016-17,203952
6392,Minnesota Timberwolves,NBA,"$7,574,322",2017-18,203952
6393,Minnesota Timberwolves,NBA,"$25,467,250",2018-19,203952
6394,Golden State Warriors,NBA,"$27,504,630",2019-20,203952
6395,(may be incomplete),,"$77,822,122",Career,203952
6396,Toronto Raptors,NBA,"$2,911,320",2003-04,2547
6397,Toronto Raptors,NBA,"$3,129,720",2004-05,2547
6398,Toronto Raptors,NBA,"$3,348,000",2005-06,2547
6399,Toronto Raptors,NBA,"$4,235,220",2006-07,2547
6400,Toronto Raptors,NBA,"$12,455,000",2007-08,2547
6401,Toronto Raptors,NBA,"$14,410,581",2008-09,2547
6402,Toronto Raptors,NBA,"$15,779,912",2009-10,2547
6403,Miami Heat,NBA,"$14,500,000",2010-11,2547
6404,Miami Heat,NBA,"$16,022,500",2011-12,2547
6405,Miami Heat,NBA,"$17,545,000",2012-13,2547
6406,Miami Heat,NBA,"$19,067,500",2013-14,2547
6407,Miami Heat,NBA,"$20,644,400",2014-15,2547
6408,Miami Heat,NBA,"$22,192,730",2015-16,2547
6409,Miami Heat,NBA,"$23,741,060",2016-17,2547
6410,Miami Heat,NBA,"$25,289,390",2017-18,2547
6411,Miami Heat,NBA,"$26,837,720",2018-19,2547
6412,(may be incomplete),,"$242,110,053",Career,2547
6413,Portland Trail Blazers,NBA,"$1,993,560",2008-09,201573
6414,Portland Trail Blazers,NBA,"$2,143,080",2009-10,201573
6415,Toronto Raptors,NBA,"$2,292,600",2010-11,201573
6416,Toronto Raptors,NBA,"$3,042,280",2011-12,201573
6417,Memphis Grizzlies,NBA,"$3,000,000",2012-13,201573
6418,Memphis Grizzlies,NBA,"$3,135,000",2013-14,201573
6419,Milwaukee Bucks,NBA,"$3,000,000",2014-15,201573
6420,Milwaukee Bucks,NBA,"$3,000,000",2015-16,201573
6421,Philadelphia 76ers,NBA,"$9,424,084",2016-17,201573
6422,Philadelphia 76ers,NBA,"$9,000,000",2017-18,201573
6423,Minnesota Timberwolves,NBA,"$8,575,916",2018-19,201573
6424,(may be incomplete),,"$48,606,520",Career,201573
6425,Boston Celtics,NBA,"$4,743,000",2016-17,1627759
6426,Boston Celtics,NBA,"$4,956,480",2017-18,1627759
6427,Boston Celtics,NBA,"$5,169,960",2018-19,1627759
6428,Boston Celtics,NBA,"$6,534,829",2019-20,1627759
6429,(may be incomplete),,"$21,404,269",Career,1627759
6430,Houston Rockets,NBA,"$1,646,400",2015-16,1626155
6431,Houston Rockets,NBA,"$1,720,560",2016-17,1626155
6432,Los Angeles Clippers,NBA,"$1,794,600",2017-18,1626155
6433,Washington Wizards,NBA,"$2,760,095",2018-19,1626155
6434,(may be incomplete),,"$7,921,655",Career,1626155
6435,Charlotte Hornets,NBA,"$1,149,720",2014-15,203798
6436,Memphis Grizzlies,NBA,"$1,201,440",2015-16,203798
6437,Houston Rockets,NBA,"$11,534",2016-17,203798
6438,(may be incomplete),,"$2,362,694",Career,203798
6439,Dallas Mavericks,NBA,"$1,449,000",2015-16,1626147
6440,Philadelphia 76ers,NBA,"$1,514,160",2016-17,1626147
6441,Philadelphia 76ers,NBA,"$1,579,440",2017-18,1626147
6442,Atlanta Hawks,NBA,"$2,516,048",2018-19,1626147
6443,Brooklyn Nets,NBA,"$294,432",2019-20,1626147
6444,(may be incomplete),,"$7,353,080",Career,1626147
6445,Chicago Bulls,NBA,"$525,090",2015-16,1626245
6446,Chicago Bulls,NBA,"$874,636",2016-17,1626245
6447,Chicago Bulls,NBA,"$7,843,500",2017-18,1626245
6448,Chicago Bulls,NBA,"$8,470,980",2018-19,1626245
6449,Chicago Bulls,NBA,"$8,156,500",2019-20,1626245
6450,(may be incomplete),,"$25,870,706",Career,1626245
6451,Sacramento Kings,NBA,"$29,843",2014-15,204033
6452,(may be incomplete),,"$29,843",Career,204033
6453,Houston Rockets,NBA,"$96,406",2017-18,1627817
6454,(may be incomplete),,"$96,406",Career,1627817
6455,Chicago Bulls,NBA,"$1,991,520",2018-19,1628990
6456,Chicago Bulls,NBA,"$2,332,320",2019-20,1628990
6457,(may be incomplete),,"$4,323,840",Career,1628990
6458,Sacramento Kings,NBA,"$507,336",2014-15,203961
6459,Sacramento Kings,NBA,"$845,059",2015-16,203961
6460,Detroit Pistons,NBA,"$1,739,333",2017-18,203961
6461,Phoenix Suns,NBA,"$239,035",2018-19,203961
6462,Toronto Raptors,NBA,"$106,237",2018-19,203961
6463,(may be incomplete),,"$3,437,000",Career,203961
6464,Los Angeles Lakers,NBA,"$507,336",2014-15,204028
6465,Los Angeles Lakers,NBA,"$845,059",2015-16,204028
6466,Los Angeles Lakers,NBA,"$6,191,000",2016-17,204028
6467,Houston Rockets,NBA,"$3,290,000",2017-18,204028
6468,(may be incomplete),,"$10,833,395",Career,204028
6469,Sacramento Kings,NBA,"$35,000",2015-16,1626205
6470,Memphis Grizzlies,NBA,< $Minimum,2017-18,1626205
6471,(may be incomplete),,"$35,000",Career,1626205
6472,New Orleans Hornets,NBA,"$2,238,360",2012-13,203085
6473,New Orleans Pelicans,NBA,"$2,339,040",2013-14,203085
6474,Los Angeles Clippers,NBA,"$2,439,840",2014-15,203085
6475,Los Angeles Clippers,NBA,"$3,100,000",2015-16,203085
6476,Los Angeles Clippers,NBA,"$11,000,000",2016-17,203085
6477,Los Angeles Clippers,NBA,"$11,825,000",2017-18,203085
6478,Phoenix Suns,NBA,"$12,000,000",2018-19,203085
6479,Houston Rockets,NBA,"$1,155,323",2018-19,203085
6480,Houston Rockets,NBA,"$2,174,318",2019-20,203085
6481,(may be incomplete),,"$48,271,881",Career,203085
6482,Minnesota Timberwolves,NBA,< $Minimum,2019-20,1629162
6483,(may be incomplete),,$0,Career,1629162
6484,Los Angeles Lakers,NBA,"$1,155,600",2015-16,1626204
6485,Los Angeles Lakers,NBA,"$1,207,680",2016-17,1626204
6486,Cleveland Cavaliers,NBA,"$1,471,382",2017-18,1626204
6487,Cleveland Cavaliers,NBA,"$2,272,391",2018-19,1626204
6488,Cleveland Cavaliers,NBA,"$12,727,273",2019-20,1626204
6489,(may be incomplete),,"$18,834,326",Career,1626204
6490,Miami Heat,NBA,"$1,962,103",2014-15,204054
6491,Boston Celtics,NBA,"$2,050,397",2015-16,204054
6492,(may be incomplete),,"$4,012,500",Career,204054
6493,Philadelphia 76ers,NBA,"$4,427,640",2014-15,203954
6494,Philadelphia 76ers,NBA,"$4,626,960",2015-16,203954
6495,Philadelphia 76ers,NBA,"$4,826,160",2016-17,203954
6496,Philadelphia 76ers,NBA,"$6,100,266",2017-18,203954
6497,Philadelphia 76ers,NBA,"$25,467,250",2018-19,203954
6498,Philadelphia 76ers,NBA,"$27,504,630",2019-20,203954
6499,(may be incomplete),,"$72,952,906",Career,203954
6500,Washington Wizards,NBA,"$473,604",2010-11,202380
6501,Washington Wizards,NBA,"$270,427",2011-12,202380
6502,(may be incomplete),,"$744,031",Career,202380
6503,Utah Jazz,NBA,"$816,481",2014-15,203511
6504,Utah Jazz,NBA,"$947,276",2015-16,203511
6505,(may be incomplete),,"$1,763,757",Career,203511
6506,Toronto Raptors,NBA,"$2,703,960",2016-17,1627751
6507,Toronto Raptors,NBA,"$2,825,640",2017-18,1627751
6508,San Antonio Spurs,NBA,"$2,947,320",2018-19,1627751
6509,San Antonio Spurs,NBA,"$3,754,886",2019-20,1627751
6510,(may be incomplete),,"$12,231,806",Career,1627751
6511,Utah Jazz,NBA,"$816,482",2014-15,203467
6512,Washington Wizards,NBA,"$140,902",2017-18,203467
6513,(may be incomplete),,"$957,384",Career,203467
6514,Philadelphia 76ers,NBA,"$40,000",2014-15,204079
6515,(may be incomplete),,"$40,000",Career,204079
6516,Charlotte Bobcats,NBA,"$1,137,000",2007-08,201162
6517,Phoenix Suns,NBA,"$1,222,320",2008-09,201162
6518,Phoenix Suns,NBA,"$1,307,640",2009-10,201162
6519,Phoenix Suns,NBA,"$2,151,068",2010-11,201162
6520,Phoenix Suns,NBA,"$4,250,000",2011-12,201162
6521,Phoenix Suns,NBA,"$4,250,000",2012-13,201162
6522,Los Angeles Clippers,NBA,"$4,250,000",2013-14,201162
6523,Milwaukee Bucks,NBA,"$4,250,000",2014-15,201162
6524,Washington Wizards,NBA,"$4,250,000",2015-16,201162
6525,Phoenix Suns,NBA,"$10,470,000",2016-17,201162
6526,Phoenix Suns,NBA,"$10,000,000",2017-18,201162
6527,Brooklyn Nets,NBA,"$9,530,000",2018-19,201162
6528,Los Angeles Lakers,NBA,"$2,564,753",2019-20,201162
6529,(may be incomplete),,"$59,632,781",Career,201162
6530,Chicago Bulls,NBA,< $Minimum,2018-19,1628959
6531,(may be incomplete),,$0,Career,1628959
6532,Charlotte Hornets,NBA,"$988,464",2018-19,1628984
6533,Charlotte Hornets,NBA,"$1,416,852",2019-20,1628984
6534,(may be incomplete),,"$2,405,316",Career,1628984
6535,Charlotte Hornets,NBA,"$525,093",2015-16,1626151
6536,Charlotte Hornets,NBA,"$375,579",2016-17,1626151
6537,Dallas Mavericks,NBA,"$174,571",2017-18,1626151
6538,(may be incomplete),,"$1,075,243",Career,1626151
6539,New York Knicks,NBA,"$1,091,640",2007-08,201163
6540,New York Knicks,NBA,"$1,173,480",2008-09,201163
6541,New York Knicks,NBA,"$1,255,440",2009-10,201163
6542,Denver Nuggets,NBA,"$2,130,482",2010-11,201163
6543,Denver Nuggets,NBA,"$5,930,414",2012-13,201163
6544,Denver Nuggets,NBA,"$6,344,164",2013-14,201163
6545,Denver Nuggets,NBA,"$6,757,913",2014-15,201163
6546,Denver Nuggets,NBA,"$10,500,000",2015-16,201163
6547,Denver Nuggets,NBA,"$11,200,000",2016-17,201163
6548,Denver Nuggets,NBA,"$12,016,854",2017-18,201163
6549,Los Angeles Clippers,NBA,"$12,800,562",2018-19,201163
6550,Brooklyn Nets,NBA,"$2,564,753",2019-20,201163
6551,(may be incomplete),,"$73,765,702",Career,201163
6552,Sacramento Kings,NBA,"$2,365,560",2017-18,1628382
6553,Dallas Mavericks,NBA,"$2,807,880",2018-19,1628382
6554,Dallas Mavericks,NBA,"$3,280,920",2019-20,1628382
6555,(may be incomplete),,"$8,454,360",Career,1628382
6556,Charlotte Bobcats,NBA,"$2,208,960",2008-09,201571
6557,Charlotte Bobcats,NBA,"$2,385,480",2009-10,201571
6558,Charlotte Bobcats,NBA,"$2,540,400",2010-11,201571
6559,Charlotte Bobcats,NBA,"$3,236,470",2011-12,201571
6560,Indiana Pacers,NBA,"$3,500,000",2012-13,201571
6561,Toronto Raptors,NBA,"$1,267,000",2013-14,201571
6562,Oklahoma City Thunder,NBA,"$3,000,000",2014-15,201571
6563,Denver Nuggets,NBA,"$3,000,000",2015-16,201571
6564,Orlando Magic,NBA,"$7,250,000",2016-17,201571
6565,Orlando Magic,NBA,"$7,250,000",2017-18,201571
6566,Orlando Magic,NBA,"$7,250,000",2018-19,201571
6567,Orlando Magic,NBA,"$7,250,000",2019-20,201571
6568,(may be incomplete),,"$50,138,310",Career,201571
6569,Orlando Magic,NBA,"$100,000",2014-15,203552
6570,Phoenix Suns,NBA,"$48,028",2014-15,203552
6571,Sacramento Kings,NBA,"$947,276",2015-16,203552
6572,Dallas Mavericks,NBA,"$2,898,000",2016-17,203552
6573,Dallas Mavericks,NBA,"$3,028,410",2017-18,203552
6574,Portland Trail Blazers,NBA,"$2,795,000",2018-19,203552
6575,Dallas Mavericks,NBA,"$7,461,380",2019-20,203552
6576,(may be incomplete),,"$17,278,094",Career,203552
6577,Utah Jazz,NBA,"$600,000",2016-17,1627762
6578,Utah Jazz,NBA,"$1,312,611",2017-18,1627762
6579,Milwaukee Bucks,NBA,< $Minimum,2017-18,1627762
6580,(may be incomplete),,"$1,912,611",Career,1627762
6581,Minnesota Timberwolves,NBA,< $Minimum,2018-19,1629123
6582,(may be incomplete),,$0,Career,1629123
6583,Atlanta Hawks,NBA,"$473,604",2012-13,203118
6584,Atlanta Hawks,NBA,"$788,872",2013-14,203118
6585,Atlanta Hawks,NBA,"$3,333,333",2014-15,203118
6586,Atlanta Hawks,NBA,"$3,333,333",2015-16,203118
6587,Phoenix Suns,NBA,"$3,333,334",2016-17,203118
6588,Washington Wizards,NBA,"$1,471,382",2017-18,203118
6589,Philadelphia 76ers,NBA,"$4,320,500",2018-19,203118
6590,Philadelphia 76ers,NBA,"$4,767,000",2019-20,203118
6591,(may be incomplete),,"$21,821,358",Career,203118
6592,Portland Trail Blazers,NBA,"$1,645,440",2010-11,202337
6593,Portland Trail Blazers,NBA,"$1,768,800",2011-12,202337
6594,Portland Trail Blazers,NBA,"$1,892,280",2012-13,202337
6595,New Orleans Pelicans,NBA,"$981,084",2014-15,202337
6596,New Orleans Pelicans,NBA,"$1,100,000",2015-16,202337
6597,Miami Heat,NBA,"$1,227,000",2016-17,202337
6598,Miami Heat,NBA,"$1,974,159",2017-18,202337
6599,(may be incomplete),,"$10,588,763",Career,202337
6600,Boston Celtics,NBA,"$816,482",2014-15,203515
6601,Philadelphia 76ers,NBA,"$172,739",2015-16,203515
6602,Phoenix Suns,NBA,"$111,444",2015-16,203515
6603,Golden State Warriors,NBA,"$35,000",2016-17,203515
6604,(may be incomplete),,"$1,135,665",Career,203515
6605,Milwaukee Bucks,NBA,"$820,000",2014-15,203996
6606,Milwaukee Bucks,NBA,"$855,000",2015-16,203996
6607,(may be incomplete),,"$1,675,000",Career,203996
6608,San Antonio Spurs,NBA,"$210,995",2016-17,1627879
6609,(may be incomplete),,"$210,995",Career,1627879
6610,Minnesota Timberwolves,NBA,"$4,000,000",2010-11,201593
6611,Minnesota Timberwolves,NBA,"$4,503,600",2011-12,201593
6612,Minnesota Timberwolves,NBA,"$4,837,200",2012-13,201593
6613,Minnesota Timberwolves,NBA,"$12,100,000",2013-14,201593
6614,Minnesota Timberwolves,NBA,"$12,100,000",2014-15,201593
6615,Minnesota Timberwolves,NBA,"$12,100,000",2015-16,201593
6616,Minnesota Timberwolves,NBA,"$12,100,000",2016-17,201593
6617,(may be incomplete),,"$61,740,800",Career,201593
6618,Washington Wizards,NBA,< $Minimum,2019-20,1629726
6619,(may be incomplete),,$0,Career,1629726
6620,Seattle SuperSonics,NBA,"$349,458",2002-03,2501
6621,Seattle SuperSonics,NBA,"$700,000",2003-04,2501
6622,Seattle SuperSonics,NBA,"$880,000",2004-05,2501
6623,Seattle SuperSonics,NBA,"$1,100,000",2005-06,2501
