,Lineup,Tm,Season,G,MP,Tm,Opp,Pace,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,PTS,lineupID
13,M. Carter-Williams | J. Grant | H. Sims,PHI,2014-15,29,117.5,234,226,94.0,+9.2,-6.9,+.140,-0.7,-7.3,+.078,+.140,+1.0,-0.1,+.040,+18.8,"('cartemi01', 'grantje01', 'simshe01')"
14,C. Anthony | T. Hardaway | I. Shumpert,NYK,2014-15,9,96.7,196,191,96.0,+15.0,+16.9,+.084,+1.3,+5.0,-.036,+.079,-12.4,-14.7,-.034,+18.8,"('anthoca01', 'hardati02', 'shumpim01')"
15,H. Barnes | D. Green | S. Livingston,GSW,2014-15,36,156.9,320,314,97.0,+9.1,-2.8,+.125,+3.6,-0.1,+.150,+.148,-2.9,-1.2,-.072,+18.8,"('barneha02', 'greendr01', 'livinsh01')"
16,A. Bogut | S. Curry | K. Thompson,GSW,2014-15,62,1176.9,2429,2423,98.9,+7.7,+2.5,+.074,+7.4,+13.8,+.079,+.114,-4.0,-5.3,+.012,+18.8,"('bogutan01', 'curryst01', 'thompkl01')"
17,K. Durant | R. Jackson | K. Perkins,OKC,2014-15,23,157.5,325,327,99.4,+9.1,+1.2,+.096,+3.1,+4.8,+.064,+.112,-2.6,-3.8,+.019,+18.8,"('duranke01', 'jacksre01', 'perkike01')"
18,B. Beal | D. Gooden | R. Sessions,WAS,2014-15,19,117.7,225,224,91.6,+6.5,-16.0,+.152,+0.8,-8.6,+.219,+.166,+4.8,+3.9,+.096,+18.7,"('bealbr01', 'goodedr01', 'sessira01')"
19,J. Barea | T. Chandler | M. Ellis,DAL,2014-15,42,217.9,446,435,97.0,+8.8,+2.5,+.085,+1.2,-2.2,+.076,+.091,0.0,-0.8,+.027,+18.7,"('bareajo01', 'chandty01', 'ellismo01')"
22,H. Barnes | A. Bogut | A. Iguodala,GSW,2014-15,30,101.0,202,197,94.8,+10.2,-2.7,+.125,+3.3,-0.7,+.121,+.145,-5.0,-4.6,-.058,+18.7,"('barneha02', 'bogutan01', 'iguodan01')"
23,S. Curry | D. Green | S. Livingston,GSW,2014-15,34,176.8,371,359,99.1,+7.5,+0.5,+.087,+5.7,+5.7,+.130,+.120,-2.0,-3.0,+.011,+18.7,"('curryst01', 'greendr01', 'livinsh01')"
24,C. Brewer | J. Dorsey | J. Smith,HOU,2014-15,30,135.2,295,298,105.2,+5.1,+5.6,+.031,+0.4,+3.0,-.017,+.031,+8.0,+12.8,-.030,+18.6,"('breweco01', 'dorsejo01', 'smithjo03')"
25,S. Curry | M. Speights | K. Thompson,GSW,2014-15,60,413.8,893,874,102.5,+7.1,+2.5,+.067,+4.9,+7.4,+.081,+.093,-0.5,-2.0,+.044,+18.6,"('curryst01', 'speigma01', 'thompkl01')"
26,J. Nelson | C. Parsons | B. Wright,DAL,2014-15,18,113.4,226,226,95.6,+4.9,-8.0,+.102,0.0,-2.2,+.032,+.109,+8.8,+5.3,+.186,+18.6,"('nelsoja01', 'parsoch01', 'wrighbr03')"
27,B. Beal | D. Gooden | P. Pierce,WAS,2014-15,18,111.7,221,217,94.1,+7.9,-0.7,+.091,+5.3,+5.5,+.129,+.121,-2.6,-1.7,-.061,+18.5,"('bealbr01', 'goodedr01', 'piercpa01')"
28,R. Jackson | K. Perkins | R. Westbrook,OKC,2014-15,29,125.7,259,258,98.7,+9.1,+11.3,+.045,-1.6,-4.3,-.015,+.032,+1.8,+0.3,+.057,+18.5,"('jacksre01', 'perkike01', 'westbru01')"
29,H. Barnes | A. Bogut | D. Green,GSW,2014-15,63,917.8,1887,1880,98.5,+7.7,+1.1,+.080,+7.0,+13.9,+.051,+.118,-3.9,-4.9,-.005,+18.4,"('barneha02', 'bogutan01', 'greendr01')"
30,B. Diaw | D. Green | T. Splitter,SAS,2014-15,36,140.8,267,261,90.0,+7.4,+3.2,+.063,+6.2,+8.9,+.122,+.094,-2.7,-2.4,-.038,+18.3,"('diawbo01', 'greenda02', 'splitti01')"
31,A. Aminu | J. Barea | M. Ellis,DAL,2014-15,35,139.0,281,291,98.8,+6.9,+0.8,+.077,+1.3,-0.2,+.055,+.085,+3.1,+4.7,-.022,+18.3,"('aminual01', 'bareajo01', 'ellismo01')"
32,M. Dunleavy | K. Hinrich | N. Mirotić,CHI,2014-15,33,202.4,380,396,92.0,+3.4,-6.2,+.070,+3.2,+4.8,+.059,+.092,+8.4,+7.9,+.076,+18.3,"('dunlemi02', 'hinriki01', 'mirotni01')"
33,T. Ariza | D. Howard | T. Jones,HOU,2014-15,10,160.5,313,313,93.6,+1.6,-12.5,+.086,+6.4,+6.4,+.192,+.130,+8.6,+9.6,+.058,+18.2,"('arizatr01', 'howardw01', 'joneste01')"
34,J. Barea | T. Chandler | C. Parsons,DAL,2014-15,41,220.5,434,431,94.2,+7.8,+7.9,+.046,+3.6,+4.2,+.089,+.062,-1.0,-2.2,+.033,+18.2,"('bareajo01', 'chandty01', 'parsoch01')"
35,B. Diaw | K. Leonard | P. Mills,SAS,2014-15,30,119.2,236,240,95.9,+11.5,+17.8,+.047,+6.0,+14.3,+.033,+.071,-11.0,-13.0,-.029,+18.1,"('diawbo01', 'leonaka01', 'millspa02')"
36,A. Ajinça | D. Cunningham | A. Davis,NOP,2014-15,19,121.1,226,227,89.8,+9.9,+6.6,+.076,-0.4,-4.8,+.089,+.071,-1.2,-4.3,+.074,+18.1,"('ajincal01', 'cunnida01', 'davisan02')"
37,T. Ariza | I. Canaan | D. Howard,HOU,2014-15,10,113.5,229,223,95.6,+2.1,-11.6,+.084,+3.8,+4.6,+.087,+.112,+10.2,+13.1,+.057,+18.1,"('arizatr01', 'canaais01', 'howardw01')"
38,M. Barnes | D. Jordan | J. Redick,LAC,2014-15,72,1534.5,3038,3039,95.0,+6.8,+1.8,+.067,+2.6,+3.2,+.054,+.081,+1.8,+4.5,-.061,+18.1,"('barnema02', 'jordade01', 'redicjj01')"
39,A. Bogut | D. Green | A. Iguodala,GSW,2014-15,57,317.4,639,649,97.4,+7.6,+6.9,+.052,+7.0,+12.9,+.084,+.088,-4.2,-6.2,+.040,+18.1,"('bogutan01', 'greendr01', 'iguodan01')"
40,J. Freeland | D. Lillard | W. Matthews,POR,2014-15,22,188.5,361,370,93.1,+3.2,-4.8,+.057,+9.8,+13.2,+.208,+.112,+2.0,+0.7,+.079,+18.1,"('freeljo01', 'lillada01', 'matthwe02')"
41,M. Ginóbili | D. Green | P. Mills,SAS,2014-15,24,108.6,218,215,95.7,0.0,-1.7,+.007,+6.3,+15.3,+.057,+.045,+11.7,+10.2,+.176,+18.1,"('ginobma01', 'greenda02', 'millspa02')"
44,T. Hansbrough | J. Johnson | L. Williams,TOR,2014-15,51,370.2,697,707,91.0,+4.0,+1.8,+.036,+4.0,+5.8,+.073,+.058,+6.1,+5.5,+.080,+18.1,"('hansbty01', 'johnsja01', 'willilo02')"
45,N. Collison | M. McGary | D. Waiters,OKC,2014-15,16,118.9,250,251,101.2,+7.3,+15.5,+.012,+2.8,+1.3,+.088,+.020,+0.5,-5.9,+.198,+18.0,"('collini01', 'mcgarmi01', 'waitedi01')"
46,J. Butler | N. Mirotić | T. Snell,CHI,2014-15,22,132.6,250,253,91.1,+4.0,+3.9,+.027,+4.5,+12.2,+.025,+.050,+5.4,+4.3,+.082,+17.9,"('butleji01', 'mirotni01', 'snellto01')"
47,N. Calathes | C. Lee | Z. Randolph,MEM,2014-15,27,101.2,197,190,91.7,+5.4,+4.2,+.044,-4.4,-12.2,-.021,+.016,+11.3,+13.0,+.120,+17.8,"('calatni01', 'leeco01', 'randoza01')"
48,A. Brooks | P. Gasol | D. Rose,CHI,2014-15,24,111.1,232,219,97.5,+6.8,-2.0,+.086,+6.2,+7.5,+.149,+.122,-2.0,-2.2,-.002,+17.8,"('brookaa01', 'gasolpa01', 'rosede01')"
49,B. Diaw | M. Ginóbili | T. Splitter,SAS,2014-15,30,195.3,384,379,93.8,+4.2,+6.2,+.015,+5.7,+11.7,+.061,+.045,+3.8,+2.4,+.113,+17.8,"('diawbo01', 'ginobma01', 'splitti01')"
50,T. Allen | M. Conley | K. Koufos,MEM,2014-15,40,138.8,264,269,92.2,+6.0,+9.2,+.022,-0.2,+0.7,-.026,+.017,+6.0,+6.8,+.022,+17.7,"('allento01', 'conlemi01', 'koufoko01')"
51,H. Barnes | D. Green | K. Thompson,GSW,2014-15,74,1337.9,2778,2798,100.0,+7.0,+1.7,+.071,+6.5,+11.3,+.089,+.106,-2.9,-4.0,+.013,+17.7,"('barneha02', 'greendr01', 'thompkl01')"
52,K. Irving | T. Mozgov | I. Shumpert,CLE,2014-15,31,176.1,351,358,96.6,+7.0,-0.6,+.084,+4.4,+8.5,+.044,+.110,-0.7,+1.3,-.072,+17.7,"('irvinky01', 'mozgoti01', 'shumpim01')"
53,C. Frye | T. Harris | K. O'Quinn,ORL,2014-15,19,100.6,192,186,90.2,+7.1,-2.3,+.092,+3.9,+1.8,+.118,+.115,-0.5,-4.3,+.148,+17.6,"('fryech01', 'harrito02', 'oquinky01')"
54,M. Barnes | B. Griffin | J. Redick,LAC,2014-15,60,1289.6,2577,2565,95.7,+6.5,+1.8,+.064,+2.2,+2.5,+.051,+.076,+2.2,+5.3,-.063,+17.6,"('barnema02', 'griffbl01', 'redicjj01')"
55,A. Baynes | D. Green | C. Joseph,SAS,2014-15,40,173.2,343,337,94.2,+9.0,+2.3,+.094,+0.2,+2.2,-.024,+.094,-0.6,-2.5,+.061,+17.6,"('baynear01', 'greenda02', 'josepco01')"
56,J. Crowder | M. Smart | J. Sullinger,BOS,2014-15,28,149.5,286,294,93.1,+7.3,+15.5,+.003,+6.1,+11.2,+.085,+.028,-3.2,-4.7,+.013,+17.6,"('crowdja01', 'smartma01', 'sullija01')"
57,C. Bosh | L. Deng | J. McRoberts,MIA,2014-15,14,101.7,190,184,88.2,+7.8,-6.1,+.119,+1.3,-8.9,+.160,+.129,+0.6,+2.1,-.047,+17.5,"('boshch01', 'denglu01', 'mcrobjo01')"
58,H. Barnes | A. Bogut | S. Curry,GSW,2014-15,65,1038.5,2143,2133,98.8,+7.5,+1.0,+.079,+6.9,+13.2,+.066,+.117,-4.3,-5.1,-.016,+17.5,"('barneha02', 'bogutan01', 'curryst01')"
59,T. Booker | D. Favors | E. Millsap,UTA,2014-15,29,135.0,254,260,91.4,+10.9,+3.5,+.112,+2.1,+5.2,+.014,+.123,-6.5,-5.2,-.104,+17.5,"('booketr01', 'favorde01', 'millsel01')"
60,T. Booker | D. Exum | E. Millsap,UTA,2014-15,35,162.5,297,300,88.2,+10.4,+2.2,+.110,+3.4,+0.6,+.130,+.129,-6.8,-10.8,+.069,+17.4,"('booketr01', 'exumda01', 'millsel01')"
61,K. Love | S. Marion | T. Thompson,CLE,2014-15,45,247.8,482,478,93.0,+2.6,+4.7,+.005,+1.8,-2.3,+.109,+.013,+10.5,+12.7,+.035,+17.4,"('loveke01', 'mariosh01', 'thomptr01')"
62,G. Dragić | M. Plumlee | I. Thomas,PHO,2014-15,33,149.9,298,303,96.2,+6.7,+1.2,+.068,+6.5,+11.4,+.097,+.104,-2.4,-3.6,+.011,+17.4,"('dragigo01', 'plumlmi01', 'thomais02')"
63,B. Griffin | D. Jordan | J. Redick,LAC,2014-15,64,1580.6,3110,3101,94.3,+5.4,+0.6,+.058,+2.9,+3.3,+.062,+.073,+3.7,+6.2,-.036,+17.4,"('griffbl01', 'jordade01', 'redicjj01')"
66,L. Aldridge | C. Kaman | C. McCollum,POR,2014-15,35,200.7,394,388,93.5,+6.3,+3.4,+.051,+6.0,+10.1,+.112,+.082,-1.3,-1.1,-.022,+17.3,"('aldrila01', 'kamanch01', 'mccolcj01')"
67,H. Barnes | A. Bogut | K. Thompson,GSW,2014-15,62,972.5,1999,1991,98.5,+7.5,+1.5,+.076,+7.0,+13.7,+.063,+.114,-4.6,-5.7,-.003,+17.3,"('barneha02', 'bogutan01', 'thompkl01')"
68,M. Ginóbili | D. Green | C. Joseph,SAS,2014-15,41,225.1,440,448,94.7,+5.7,+4.0,+.044,+4.2,+4.5,+.090,+.065,+1.7,+4.5,-.062,+17.3,"('ginobma01', 'greenda02', 'josepco01')"
69,M. Ginóbili | C. Joseph | T. Splitter,SAS,2014-15,19,121.6,238,231,92.5,+5.6,+1.6,+.056,+1.0,-0.7,+.056,+.061,+5.0,+6.1,+.035,+17.3,"('ginobma01', 'josepco01', 'splitti01')"
70,D. Lillard | W. Matthews | D. Wright,POR,2014-15,25,123.4,258,254,99.6,+0.5,-1.4,+.013,+11.1,+20.7,+.105,+.077,+5.2,+0.4,+.192,+17.3,"('lillada01', 'matthwe02', 'wrighdo01')"
71,L. James | K. Love | J. Smith,CLE,2014-15,35,668.3,1316,1299,93.9,+3.6,-1.2,+.046,+4.7,+11.7,+.012,+.073,+5.4,+6.7,+.023,+17.2,"('jamesle01', 'loveke01', 'smithjr01')"
72,K. Korver | S. Mack | M. Scott,ATL,2014-15,24,98.7,193,187,92.4,+7.7,+2.0,+.078,+2.3,-0.5,+.079,+.090,-0.5,-4.4,+.129,+17.2,"('korveky01', 'macksh01', 'scottmi01')"
73,H. Barnes | A. Iguodala | K. Thompson,GSW,2014-15,63,325.6,676,693,100.9,+6.5,-2.5,+.089,+2.3,+0.2,+.084,+.104,+1.8,+2.6,-.005,+17.2,"('barneha02', 'iguodan01', 'thompkl01')"
74,M. Dunleavy | P. Gasol | N. Mirotić,CHI,2014-15,39,269.7,531,527,94.1,-0.1,-10.1,+.047,+4.7,+6.8,+.103,+.078,+12.7,+12.3,+.131,+17.2,"('dunlemi02', 'gasolpa01', 'mirotni01')"
75,D. Harris | D. Nowitzki | B. Wright,DAL,2014-15,23,182.4,349,349,91.9,+9.2,+8.6,+.055,-0.6,+3.4,-.074,+.047,-0.6,-1.7,+.036,+17.2,"('harride01', 'nowitdi01', 'wrighbr03')"
76,A. Baynes | B. Diaw | C. Joseph,SAS,2014-15,46,279.6,549,550,94.3,+7.0,+5.1,+.054,+3.5,+5.7,+.077,+.072,-0.3,-4.0,+.139,+17.1,"('baynear01', 'diawbo01', 'josepco01')"
77,L. James | K. Love | T. Mozgov,CLE,2014-15,35,566.9,1125,1122,95.1,+4.2,-2.5,+.059,+4.8,+10.9,+.027,+.087,+4.0,+5.6,-.001,+17.1,"('jamesle01', 'loveke01', 'mozgoti01')"
78,M. Barnes | B. Griffin | D. Jordan,LAC,2014-15,63,1519.2,2986,3002,94.6,+6.4,+1.2,+.066,+1.9,+1.5,+.052,+.075,+2.4,+5.3,-.058,+17.1,"('barnema02', 'griffbl01', 'jordade01')"
79,T. Ariza | I. Canaan | D. Motiejūnas,HOU,2014-15,13,140.1,270,270,92.5,+4.1,-2.6,+.060,+5.9,+7.8,+.097,+.096,+3.0,+4.1,+.007,+17.0,"('arizatr01', 'canaais01', 'motiedo01')"
80,S. Ibaka | A. Morrow | A. Roberson,OKC,2014-15,23,100.5,199,201,95.6,+6.9,-0.6,+.081,+5.6,+7.3,+.107,+.113,-2.3,-5.7,+.053,+17.0,"('ibakase01', 'morroan01', 'roberan03')"
81,L. James | K. Love | I. Shumpert,CLE,2014-15,29,132.6,259,254,92.9,+2.7,-15.3,+.118,+9.2,+5.7,+.241,+.183,+2.3,+6.9,-.109,+16.9,"('jamesle01', 'loveke01', 'shumpim01')"
82,H. Barnes | S. Curry | K. Thompson,GSW,2014-15,76,1458.3,3052,3059,100.6,+6.5,+1.2,+.068,+6.4,+11.3,+.087,+.103,-2.6,-3.3,-.001,+16.9,"('barneha02', 'curryst01', 'thompkl01')"
83,M. Barnes | C. Paul | J. Redick,LAC,2014-15,72,1582.8,3166,3150,95.8,+6.4,+1.4,+.065,+2.1,+2.5,+.046,+.076,+1.9,+4.7,-.061,+16.8,"('barnema02', 'paulch01', 'redicjj01')"
84,J. Butler | J. Noah | T. Snell,CHI,2014-15,27,209.3,402,416,93.8,+5.8,+3.2,+.048,+4.4,+5.4,+.116,+.070,+0.8,-1.4,+.083,+16.8,"('butleji01', 'noahjo01', 'snellto01')"
85,A. Anderson | B. Lopez | T. Young,BRK,2014-15,17,119.4,232,242,95.3,+7.3,+0.6,+.074,+1.5,-10.5,+.226,+.081,+0.7,+1.7,-.034,+16.8,"('anderal01', 'lopezbr01', 'youngth01')"
88,T. Ariza | D. Howard | K. Papanikolaou,HOU,2014-15,13,98.0,192,190,93.6,+1.2,-9.3,+.060,+5.7,+9.6,+.087,+.100,+8.7,+11.3,-.001,+16.8,"('arizatr01', 'howardw01', 'papanko01')"
89,J. Bayless | K. Marshall | K. Middleton,MIL,2014-15,15,140.8,257,264,88.8,+5.4,-3.0,+.077,+4.1,-2.7,+.182,+.103,+1.9,-3.3,+.192,+16.8,"('bayleje01', 'marshke01', 'middlkh01')"
90,A. Baynes | M. Ginóbili | C. Joseph,SAS,2014-15,39,214.7,423,419,94.1,+6.5,+3.5,+.057,+8.0,+10.7,+.169,+.101,-4.2,-9.2,+.119,+16.8,"('baynear01', 'ginobma01', 'josepco01')"
91,V. Carter | M. Conley | Z. Randolph,MEM,2014-15,38,153.0,314,283,93.6,+7.5,+5.4,+.058,-2.6,-11.8,+.081,+.041,+4.4,+3.4,+.086,+16.8,"('cartevi01', 'conlemi01', 'randoza01')"
92,S. Curry | D. Green | A. Iguodala,GSW,2014-15,73,764.6,1617,1613,101.4,+6.1,+4.1,+.049,+5.7,+11.4,+.063,+.079,-1.2,-1.6,.000,+16.8,"('curryst01', 'greendr01', 'iguodan01')"
93,M. Dellavedova | I. Shumpert | T. Thompson,CLE,2014-15,38,352.8,660,675,90.8,+3.4,+0.6,+.035,+8.3,+12.2,+.142,+.082,+1.6,+1.6,+.019,+16.8,"('dellama01', 'shumpim01', 'thomptr01')"
94,A. Horford | M. Scott | J. Teague,ATL,2014-15,47,138.5,277,270,94.8,+6.7,-5.5,+.104,+2.0,-5.1,+.130,+.119,+1.4,-0.2,+.069,+16.8,"('horfoal01', 'scottmi01', 'teaguje01')"
95,B. Griffin | D. Jordan | C. Paul,LAC,2014-15,67,1923.9,3772,3775,94.1,+5.7,+0.7,+.060,+2.3,+1.9,+.060,+.073,+3.0,+5.5,-.036,+16.7,"('griffbl01', 'jordade01', 'paulch01')"
96,T. Allen | N. Calathes | Z. Randolph,MEM,2014-15,24,119.1,219,232,90.9,+7.1,+2.0,+.070,-3.7,-11.9,-.010,+.048,+6.2,+7.5,+.045,+16.7,"('allento01', 'calatni01', 'randoza01')"
97,C. Brewer | J. Harden | J. Smith,HOU,2014-15,53,485.5,1054,1061,104.6,+2.0,-7.2,+.062,+4.3,+5.3,+.089,+.093,+8.3,+10.1,+.033,+16.7,"('breweco01', 'hardeja01', 'smithjo03')"
98,A. Baynes | B. Diaw | M. Ginóbili,SAS,2014-15,49,348.2,692,693,95.5,+7.3,+6.5,+.051,+6.2,+9.6,+.121,+.084,-4.2,-8.5,+.104,+16.6,"('baynear01', 'diawbo01', 'ginobma01')"
99,D. Jordan | C. Paul | H. Türkoğlu,LAC,2014-15,39,153.1,309,295,94.7,+7.4,+6.5,+.049,+6.4,+6.7,+.139,+.081,-4.6,-3.3,-.079,+16.6,"('jordade01', 'paulch01', 'turkohe01')"
100,A. Afflalo | D. Gallinari | T. Mozgov,DEN,2014-15,17,112.5,211,215,90.9,+6.4,-1.6,+.080,+4.4,+0.4,+.196,+.106,-0.6,+1.9,-.072,+16.6,"('afflaar01', 'gallida01', 'mozgoti01')"
101,L. Aldridge | S. Blake | C. McCollum,POR,2014-15,45,185.3,368,369,95.5,+4.2,-6.3,+.074,+4.6,+6.6,+.103,+.102,+3.6,+4.4,+.010,+16.6,"('aldrila01', 'blakest01', 'mccolcj01')"
102,D. Green | C. Joseph | T. Splitter,SAS,2014-15,26,186.9,362,362,93.0,+6.9,+3.0,+.063,+3.0,+1.4,+.128,+.079,-0.3,-0.3,-.003,+16.6,"('greenda02', 'josepco01', 'splitti01')"
103,S. Curry | D. Green | D. Lee,GSW,2014-15,18,99.7,229,217,107.3,+10.0,+10.6,+.060,+6.6,+19.1,-.042,+.090,-10.1,-9.1,-.123,+16.5,"('curryst01', 'greendr01', 'leeda02')"
104,D. Jordan | C. Paul | J. Redick,LAC,2014-15,78,2006.0,3966,3954,94.8,+6.0,+0.3,+.066,+3.0,+3.6,+.063,+.083,+1.6,+4.6,-.070,+16.5,"('jordade01', 'paulch01', 'redicjj01')"
105,E. Bledsoe | A. Len | I. Thomas,PHO,2014-15,33,168.9,354,354,100.6,+8.8,+5.1,+.077,+1.7,+9.3,-.074,+.084,-2.8,-6.5,+.063,+16.4,"('bledser01', 'lenal01', 'thomais02')"
106,P. Antić | K. Korver | J. Teague,ATL,2014-15,43,244.5,515,491,98.7,+2.7,+2.1,+.021,+3.1,+8.4,-.007,+.039,+7.8,+10.1,+.023,+16.4,"('anticpe01', 'korveky01', 'teaguje01')"
107,S. Ibaka | K. Perkins | R. Westbrook,OKC,2014-15,36,192.2,396,390,98.1,+7.8,+2.2,+.075,+2.7,+0.4,+.106,+.089,-1.9,-3.0,+.018,+16.4,"('ibakase01', 'perkike01', 'westbru01')"
0,P. Antić | K. Korver | J. Teague,ATL,2014-15,43,244.5,515,491,98.7,+2.7,+2.1,+.021,+3.1,+8.4,-.007,+.039,+7.8,+10.1,+.023,+16.4,"('anticpe01', 'korveky01', 'teaguje01')"
1,K. Irving | I. Shumpert | T. Thompson,CLE,2014-15,34,297.9,580,601,95.1,+1.3,+1.2,+.009,+7.5,+11.2,+.120,+.050,+6.3,+5.1,+.098,+16.4,"('irvinky01', 'shumpim01', 'thomptr01')"
2,L. James | K. Love | T. Thompson,CLE,2014-15,63,640.7,1227,1215,91.5,+0.7,-1.9,+.017,+2.7,+4.2,+.043,+.033,+12.3,+13.9,+.069,+16.3,"('jamesle01', 'loveke01', 'thomptr01')"
3,K. Caldwell-Pope | B. Jennings | J. Jerebko,DET,2014-15,20,97.2,202,201,99.5,+5.3,+15.0,-.016,+3.9,+11.3,+.023,-0.002,+1.9,-0.1,+.067,+16.3,"('caldwke01', 'jennibr01', 'jerebjo01')"
4,N. Batum | C. Kaman | C. McCollum,POR,2014-15,29,113.5,223,221,93.9,+8.2,+2.8,+.077,+3.5,+3.8,+.094,+.096,-3.7,-3.8,-.046,+16.2,"('batumni01', 'kamanch01', 'mccolcj01')"
5,A. Aminu | M. Ellis | C. Parsons,DAL,2014-15,48,344.9,695,717,98.3,+7.5,+7.1,+.052,+1.3,+4.2,-.007,+.055,-0.1,+0.8,-.027,+16.2,"('aminual01', 'ellismo01', 'parsoch01')"
6,D. Dedmon | E. Fournier | E. Payton,ORL,2014-15,28,115.7,225,229,94.2,+12.5,+10.3,+.098,+3.2,-2.6,+.155,+.112,-12.0,-12.7,-.125,+16.2,"('dedmode01', 'fournev01', 'paytoel01')"
7,N. Hilário | K. Séraphin | J. Wall,WAS,2014-15,40,128.2,253,250,94.2,+7.5,-1.8,+.100,+1.5,-3.4,+.125,+.110,-0.3,0.0,-.008,+16.2,"('hilarne01', 'serapke01', 'walljo01')"
8,T. Hansbrough | J. Johnson | P. Patterson,TOR,2014-15,48,320.6,603,610,90.8,+3.6,+3.2,+.025,+2.7,+7.4,+.009,+.038,+6.2,+5.8,+.071,+16.1,"('hansbty01', 'johnsja01', 'pattepa01')"
9,C. Hayes | P. Patterson | L. Williams,TOR,2014-15,23,147.5,281,282,91.6,+5.5,+6.4,+.028,+1.5,+6.1,-.037,+.031,+3.6,+1.2,+.098,+16.1,"('hayesch01', 'pattepa01', 'willilo02')"
10,B. Biyombo | G. Henderson | B. Roberts,CHO,2014-15,26,135.4,246,250,87.9,+5.9,+2.3,+.052,+2.9,-3.3,+.189,+.066,+1.5,+4.0,-.068,+16.1,"('biyombi01', 'hendege02', 'roberbr01')"
11,G. Hill | C. Miles | L. Scola,IND,2014-15,33,159.5,311,307,93.0,+4.0,-0.8,+.050,+5.1,+3.6,+.172,+.079,+3.0,+1.2,+.070,+16.1,"('hillge01', 'milescj01', 'scolalu01')"
12,B. Diaw | D. Green | P. Mills,SAS,2014-15,34,152.6,304,303,95.5,+3.2,+1.4,+.030,+7.9,+14.7,+.110,+.075,+1.9,-0.4,+.090,+16.1,"('diawbo01', 'greenda02', 'millspa02')"
13,D. Augustin | A. Morrow | D. Waiters,OKC,2014-15,25,212.9,436,421,96.6,+8.0,+9.0,+.046,+2.7,-1.2,+.110,+.055,-2.5,-7.2,+.103,+16.1,"('augusdj01', 'morroan01', 'waitedi01')"
14,M. Barnes | B. Griffin | C. Paul,LAC,2014-15,63,1614.6,3199,3205,95.2,+6.1,+1.3,+.062,+1.6,+1.4,+.044,+.071,+2.1,+4.9,-.054,+16.0,"('barnema02', 'griffbl01', 'paulch01')"
15,N. Batum | J. Freeland | W. Matthews,POR,2014-15,15,109.0,210,217,94.0,+2.7,-6.9,+.063,+8.8,+14.1,+.145,+.115,+1.8,-0.8,+.136,+16.0,"('batumni01', 'freeljo01', 'matthwe02')"
16,C. Andersen | M. Chalmers | G. Dragić,MIA,2014-15,18,117.9,235,230,94.7,+5.3,-5.7,+.090,-1.5,-4.8,+.002,+.084,+6.9,+4.2,+.164,+16.0,"('anderch01', 'chalmma01', 'dragigo01')"
17,M. Beasley | T. Johnson | H. Walker,MIA,2014-15,13,124.7,243,244,93.7,+5.1,+0.8,+.057,+5.8,+3.0,+.176,+.091,+0.1,+0.9,-.024,+16.0,"('beaslmi01', 'johnsty01', 'walkebi01')"
18,M. Dellavedova | L. James | T. Thompson,CLE,2014-15,53,500.3,933,934,89.6,+1.8,+3.1,+.004,+4.8,+8.4,+.062,+.029,+7.4,+10.7,-.027,+15.8,"('dellama01', 'jamesle01', 'thomptr01')"
19,O. Casspi | D. Cousins | J. Thompson,SAC,2014-15,20,135.5,272,271,96.2,+5.8,-8.0,+.110,-3.7,-17.0,+.136,+.093,+8.0,+7.6,+.088,+15.8,"('casspom01', 'couside01', 'thompja02')"
22,A. Morrow | K. Perkins | R. Westbrook,OKC,2014-15,34,126.2,267,269,101.9,+9.6,+11.8,+.046,+0.4,+2.0,-.016,+.041,-3.9,-6.1,+.029,+15.8,"('morroan01', 'perkike01', 'westbru01')"
23,T. Duncan | D. Green | K. Leonard,SAS,2014-15,61,980.2,1917,1930,94.2,+5.5,-2.4,+.073,+1.5,+0.8,+.061,+.082,+3.3,+3.3,+.040,+15.7,"('duncati01', 'greenda02', 'leonaka01')"
24,K. Durant | S. Ibaka | A. Roberson,OKC,2014-15,27,377.6,749,767,96.4,+5.2,+2.0,+.049,-0.2,-1.0,+.009,+.047,+5.6,+7.3,-.012,+15.7,"('duranke01', 'ibakase01', 'roberan03')"
25,J. Dorsey | J. Harden | J. Smith,HOU,2014-15,31,169.3,362,365,103.0,+1.7,+0.4,+.017,+5.3,+10.1,+.061,+.048,+7.1,+9.6,+.010,+15.7,"('dorsejo01', 'hardeja01', 'smithjo03')"
26,P. Antić | A. Horford | K. Korver,ATL,2014-15,36,103.0,215,204,97.6,+4.1,-11.3,+.105,+5.5,+3.2,+.139,+.146,+1.7,+3.3,-.031,+15.6,"('anticpe01', 'horfoal01', 'korveky01')"
27,L. Deng | G. Dragić | J. Ennis,MIA,2014-15,12,100.6,198,199,94.8,+11.8,+13.5,+.068,-2.0,+1.1,-.088,+.050,-5.9,-7.4,-.023,+15.6,"('denglu01', 'dragigo01', 'ennisja01')"
28,M. Belinelli | M. Ginóbili | C. Joseph,SAS,2014-15,30,185.4,362,360,93.5,+5.1,-5.2,+.086,+4.7,+4.0,+.137,+.116,+0.7,-1.2,+.066,+15.5,"('belinma01', 'ginobma01', 'josepco01')"
